Name,Mortality,Original_Mortality,New_Mort,dnbr,Mortality_Qualitative,prefire_cover,new_cover,Veg_Assoc,elev,slope,temp,sr,precip,tpi,cwd,vpd_Aug,twi,Mean Aspect ,flow,area,southwestness,vpd_jan,fri,wind_speed,wind_direction,wind_exposition,elev_d,slope_d,temp_d,sr_d,precip_d,tpi_d,cwd_d,vpd_a_d,twi_d,area_d,vpd_j_d,elev_p,slope_p,temp_p,sr_p,precip_p,tpi_p,cwd_p,vpd_a_p,twi_p,area_p,vpd_j_p,landscape_position,cwd_2
2035,0,None,low,0.586735,None,High (75-100%),high,Chap/Oak,1392.94353,24.38319,30.812435,1635871.42,1000.152521,-5.752773,1393.140416,33.474533,6.664084,199.754304,1.007407,1856.219862,0.99362739,8.743054,75,11.427706,292.631304,0.986758,70%,10%,20%,80%,100%,10%,70%,20%,100%,20%,10%,75%,25%,25%,75%,100%,25%,75%,25%,100%,25%,25%,Adjacent to Bed,811.760141
2036,5,High,high,0.655133,High,Low (5-25%),low,Chap/Oak,1433.017578,26.382249,30.754314,956325.625,997.678932,0.258667,1433.017578,33.304377,6.56224,182.859296,1.598918,630.569766,-0.267499307,8.677582,75,11.726745,288.554321,1.068943,80%,20%,20%,20%,100%,90%,80%,20%,100%,10%,10%,75%,25%,25%,25%,100%,100%,75%,25%,100%,25%,25%,Midslope,805.319449
2037,5,High,high,0.750282,High,Moderate-High(50-75%),moderate,Chap/Oak,1600.424576,34.656566,29.955013,873648.8145,1001.380285,-4.877361,1600.424576,29.363277,5.536565,298.613461,1.126687,5304.867963,-0.212337472,8.531517,75,13.817041,296.307348,1.150962,100%,70%,10%,20%,100%,20%,100%,10%,80%,40%,10%,100%,75%,25%,25%,100%,25%,100%,25%,100%,50%,25%,Midslope with Drainage,764.304725
2038,5,High,high,0.728511,High,Moderate-High(50-75%),moderate,Chap/Oak,1518.84021,39.836718,30.185244,1151260.563,980.123047,-8.132568,1518.84021,30.033885,4.167627,314.584183,0.69897,225.181925,-0.048773015,8.498776,75,12.467237,298.768219,1.110477,100%,100%,20%,40%,90%,10%,90%,10%,30%,10%,10%,100%,100%,25%,50%,100%,25%,100%,25%,25%,25%,25%,Adjacent to Bed,776.924927
2039,5,High,high,0.640053,High,High (75-100%),high,Chap/Oak,1516.986079,29.608301,30.385576,995145.4539,967.007224,-4.585516,1517.456466,30.731002,4.215174,23.413557,0.965743,4779.387889,0.865567844,8.42969,75,11.674955,294.965284,1.13315,100%,30%,20%,30%,90%,20%,90%,10%,30%,40%,10%,100%,50%,25%,25%,100%,25%,100%,25%,50%,50%,25%,Adjacent to Bed,765.407721
2040,4,Moderate,moderate,0.636611,Moderate,High (75-100%),high,Chap/Oak,1361.25532,34.149296,30.624697,1240402.522,965.418447,-8.584193,1361.334339,31.878013,5.927353,282.625604,1.453095,25168.04523,0.474028259,8.478474,75,11.26091,305.237994,1.016962,60%,60%,20%,50%,90%,10%,60%,10%,90%,80%,10%,75%,75%,25%,50%,100%,25%,75%,25%,100%,100%,25%,Adjacent to Bed,803.310942
2041,2,Low,ml,0.393325,Low,High (75-100%),high,Chap/Oak,1535.845445,38.429664,30.077753,1022293.487,984.327642,-2.452462,1535.9161,29.839763,4.524598,178.164161,0.892968,74856.16746,-0.958799432,8.523976,75,13.356155,302.828408,1.144198,100%,90%,10%,30%,90%,50%,90%,10%,40%,100%,10%,100%,100%,25%,25%,100%,50%,100%,25%,50%,100%,25%,Adjacent to Bed,778.358325
2042,2,Low,ml,0.222015,Low,High (75-100%),high,Chap/Oak,1431.73555,34.531016,30.255758,1183579.566,979.154993,-2.483192,1432.056726,30.641301,5.141307,151.218146,0.994738,210106.8162,-0.045557586,8.469295,75,11.647853,300.605404,1.076526,80%,70%,20%,40%,90%,50%,70%,10%,70%,100%,10%,75%,75%,25%,50%,100%,50%,75%,25%,75%,100%,25%,Adjacent to Bed,797.801789
2043,1,Very Low,low,0.235137,Low,Moderate-High(50-75%),moderate,Chap/Oak,1572.988697,30.88599,29.43915,1546438.901,1053.977339,-2.417832,1573.651499,28.960188,4.914532,139.057851,0.855579,52796.85562,-0.436449756,8.284199,75,13.46754,291.291057,1.141112,100%,40%,10%,70%,100%,50%,100%,10%,60%,90%,10%,100%,50%,25%,75%,100%,50%,100%,25%,75%,100%,25%,Midslope with Drainage,755.789984
2044,0,None,low,0.031052,None,Moderate (25-50%),moderate_low,Chap/Oak,1623.964516,40.33195,29.657685,1588660.696,1021.526232,5.452138,1622.692951,29.455602,3.250404,264.628568,0.204097,1895.028003,-0.351019657,8.349744,75,13.045162,287.704219,1.237043,100%,100%,10%,70%,100%,100%,100%,10%,10%,20%,10%,100%,100%,25%,75%,100%,100%,100%,25%,25%,25%,25%,Upmost with Drainage,763.061977
2045,2,Low,ml,0.443033,Low,Moderate-High(50-75%),moderate,Chap/Oak,1556.8218,33.195155,29.559171,1475673.393,1033.443816,-6.605137,1555.02011,29.186082,5.533548,223.96444,1.032733,3278.710303,0.51004433,8.34618,75,13.121617,286.62623,1.128289,100%,60%,10%,70%,100%,10%,90%,10%,80%,30%,10%,100%,75%,25%,75%,100%,25%,100%,25%,100%,50%,25%,Midslope with Drainage,761.957812
2046,5,High,high,0.77909,High,Moderate (25-50%),moderate_low,Chap/Oak,1477.437946,28.284144,29.500256,2528606.661,1035.785924,-2.762402,1476.991083,28.805363,5.867768,246.308931,0.789222,3698.646451,-0.776176412,8.485344,75,13.375858,291.490673,1.041126,80%,30%,10%,100%,100%,40%,80%,10%,90%,40%,10%,100%,25%,25%,100%,100%,50%,100%,25%,100%,50%,25%,Adjacent to Bed,758.400861
2047,5,High,high,0.476731,High,Moderate-High(50-75%),moderate,Chap/Oak,1597.356738,33.101338,29.70815,1813033.252,1013.295731,0.655671,1595.970656,29.488675,3.897177,235.476236,0.565703,3499.615828,-0.496305782,8.349895,75,12.783147,285.306237,1.205101,100%,60%,10%,80%,100%,90%,100%,10%,20%,30%,10%,100%,75%,25%,100%,100%,100%,100%,25%,25%,50%,25%,Upmost with Drainage,774.735206
2048,2,Low,ml,0.116975,Low,Moderate (25-50%),moderate_low,Chap/Oak,1447.868608,37.772592,29.924279,1094171.719,989.290059,-2.043068,1446.700349,30.187205,5.158758,296.054267,1.143274,4952.610736,-0.360153373,8.39724,75,12.287508,288.620018,1.07608,80%,90%,10%,30%,100%,50%,80%,10%,70%,40%,10%,75%,100%,25%,50%,100%,50%,75%,25%,75%,50%,25%,Midslope with Drainage,761.447056
2049,0,None,low,0.36808,None,Moderate-High(50-75%),moderate,Chap/Oak,1543.331876,39.32166,30.013325,846450.2225,995.674868,1.560112,1542.98459,30.355869,3.422829,330.705504,0.439465,2161.593083,0.445873686,8.420927,75,12.746994,291.589696,1.184324,100%,100%,10%,10%,100%,100%,90%,10%,10%,20%,10%,100%,100%,25%,25%,100%,100%,100%,25%,25%,25%,25%,Upmost,752.930444
2050,0,None,low,0.279868,None,Moderate-High(50-75%),moderate,Oak,1478.954631,47.149387,30.146153,986908.1719,980.979126,0.107132,1476.045502,30.830329,4.046299,316.108887,0.628178,672.637446,-0.999996355,8.460643,75,12.147609,291.237116,1.133915,80%,100%,20%,30%,90%,90%,80%,10%,20%,10%,10%,100%,100%,25%,25%,100%,100%,100%,25%,25%,25%,25%,Midslope,752.92333
2051,0,None,low,0.527929,None,Low (5-25%),low,Chap/Oak,1415.000444,43.215068,30.209601,863022.5559,977.889723,0.114476,1415.52946,31.108024,3.670384,280.905757,0.558029,9643.847529,0.800354067,8.484174,75,11.506703,289.970777,1.105896,70%,100%,20%,20%,90%,90%,70%,10%,10%,60%,10%,75%,100%,25%,25%,100%,100%,75%,25%,25%,75%,25%,Midslope,764.315637
2052,5,High,high,0.492185,High,Moderate-High(50-75%),moderate,Chap/Oak,1402.493814,38.988533,30.304079,985888.5871,975.659416,-1.749524,1401.686247,31.526581,4.147262,280.03726,0.65598,11424.58457,0.059353658,8.52907,75,11.209775,290.057342,1.107115,70%,90%,20%,20%,90%,60%,70%,10%,30%,60%,10%,75%,100%,25%,25%,100%,75%,75%,25%,25%,75%,25%,Upmost with Drainage,774.425251
2053,2,Low,ml,0.424804,Low,High (75-100%),high,Chap/Oak,1530.068409,30.739474,29.466599,2306934.737,1070.851145,-5.853185,1530.689864,29.232981,6.735174,208.122877,1.463183,3096.723501,-0.390925224,8.274255,75,15.267648,285.718178,1.06989,100%,40%,10%,100%,100%,10%,90%,10%,100%,30%,10%,100%,50%,25%,100%,100%,25%,100%,25%,100%,50%,25%,Midslope with Drainage,757.196296
2054,5,High,high,0.535455,High,Low (5-25%),low,Chap,1564.295288,37.66333,29.399926,1023062.313,1079.40858,3.380715,1562.543646,29.275664,3.770524,249.186287,0.523852,904.945176,0.584563612,8.281134,75,15.840261,283.460229,1.15126,100%,90%,10%,30%,100%,100%,100%,10%,10%,10%,10%,100%,100%,25%,25%,100%,100%,100%,25%,25%,25%,25%,Midslope,752.758233
2055,5,High,high,0.702671,High,High (75-100%),high,Chap/Oak,1488.607914,38.769895,29.523729,951623.4004,1073.581961,-5.535816,1489.130955,29.140668,4.213915,330.555561,0.702965,2769.142686,0.307159792,8.287938,75,15.793916,283.281685,1.070039,100%,90%,10%,20%,100%,20%,90%,10%,30%,30%,10%,100%,100%,25%,25%,100%,25%,100%,25%,50%,25%,25%,Midslope with Drainage,745.952619
2056,5,High,high,0.597836,High,Moderate-High(50-75%),moderate,Chap/Oak,1439.233836,26.98148,29.689092,2322663.6,1058.733481,-6.181695,1439.536069,29.165908,6.008219,233.696162,1.252909,4535.281877,-0.746096662,8.274517,75,14.355341,283.679701,1.029087,80%,20%,10%,100%,100%,10%,80%,10%,90%,40%,10%,75%,25%,25%,100%,100%,25%,75%,25%,100%,50%,25%,Valley/River Bottom,745.20811
2057,2,Low,ml,0.763677,Low,Moderate-High(50-75%),moderate,Chap/Oak,1394.789436,28.136472,30.011189,1605805.704,1036.242558,-7.566191,1393.91956,29.384545,5.656675,280.221418,1.368465,2492.051772,0.241146035,8.315235,75,12.728134,285.818297,1.011076,70%,30%,10%,80%,100%,10%,70%,10%,90%,30%,10%,75%,25%,25%,75%,100%,25%,75%,25%,100%,25%,25%,Valley/River Bottom,760.635527
2058,4,Moderate,moderate,0.536596,Moderate,High (75-100%),high,Chap/Oak,1487.751947,34.263695,29.570339,1306696.011,1064.323378,-4.708368,1487.97017,28.400406,5.034843,171.532836,0.913269,16700.40731,-0.998195206,8.271276,75,15.200602,284.247567,1.087307,100%,70%,10%,60%,100%,20%,90%,10%,70%,70%,10%,100%,75%,25%,75%,100%,25%,100%,25%,75%,75%,25%,Adjacent to Bed,747.103251
2059,2,Low,ml,0.520803,Low,Moderate-High(50-75%),moderate,Chap/Oak,1408.120615,39.081868,30.420344,946706.6943,1007.90134,-1.087377,1407.65773,30.363616,4.507653,217.425701,0.761388,20022.89634,0.276050628,8.45985,75,11.958289,286.184453,1.071485,70%,90%,20%,20%,100%,70%,70%,10%,40%,80%,10%,75%,100%,25%,25%,100%,75%,75%,25%,50%,75%,25%,Midslope with Drainage,792.169168
2062,4,Moderate,moderate,0.833305,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1368.439494,35.743364,30.760022,1493035.409,983.127909,-5.008479,1365.9428,31.808278,6.079347,290.051173,1.186152,2188.880963,-0.60401041,8.6046,75,11.744614,287.791139,1.042525,60%,80%,20%,70%,90%,20%,60%,10%,90%,30%,10%,75%,75%,25%,75%,100%,25%,75%,25%,100%,25%,25%,Midslope,788.811926
2063,5,High,high,0.660142,High,Moderate (25-50%),moderate_low,Chap/Oak,1317.907434,26.069892,30.636895,2288833.599,980.538217,-4.248896,1317.280956,32.596764,6.041696,209.861436,0.967637,4022.12811,-0.842224997,8.728959,75,11.889077,288.684034,1.006936,50%,20%,20%,90%,90%,20%,50%,20%,90%,40%,10%,50%,25%,25%,100%,100%,25%,50%,25%,100%,50%,25%,Midslope with Drainage,801.093127
2064,2,Low,ml,0.16025,Low,Moderate-High(50-75%),moderate,Chap/Oak,1497.557324,43.34517,29.76996,2200780.858,1047.25423,5.659191,1497.258701,28.280291,3.216758,196.482221,0.361962,5699.512561,-0.970513299,8.292018,75,13.45333,282.569266,1.147643,100%,100%,10%,90%,100%,100%,90%,10%,10%,50%,10%,100%,100%,25%,100%,100%,100%,100%,25%,25%,50%,25%,Upmost,765.644985
2065,1,Very Low,low,0.210693,Low,High (75-100%),high,Chap/Oak,1443.34384,35.622064,29.620611,1369206.01,1047.364406,-2.8893,1442.884348,28.118504,5.272197,221.501186,1.023752,152674.1191,-0.936872057,8.324483,75,14.822456,280.683884,1.062405,80%,80%,10%,60%,100%,40%,80%,10%,80%,100%,10%,75%,75%,25%,75%,100%,50%,75%,25%,75%,100%,25%,Midslope with Drainage,754.564159
2066,2,Low,ml,0.362626,Low,High (75-100%),high,Chap/Oak,1319.241412,32.240726,30.406641,1350121.068,996.491679,-3.750813,1319.352754,30.300362,5.553154,199.689864,1.026529,35400.82247,0.984306766,8.449242,75,11.460485,280.087546,1.022097,50%,50%,20%,60%,100%,30%,50%,10%,80%,90%,10%,50%,50%,25%,75%,100%,25%,50%,25%,100%,100%,25%,Midslope with Drainage,757.875268
2067,3,Moderate,moderate,0.17017,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1293.512565,36.210641,30.505117,849952.6696,990.845934,2.098572,1293.512565,31.461837,4.046078,277.315119,0.571923,1273.092115,-0.460750142,8.507859,75,10.899506,276.768923,1.048938,40%,80%,20%,10%,100%,100%,40%,10%,20%,20%,10%,50%,100%,25%,25%,100%,100%,50%,25%,25%,25%,25%,Midslope,767.429683
2069,5,High,high,0.598461,High,Moderate-High(50-75%),moderate,Chap/Oak,1417.295205,34.913803,30.343381,914267.5115,996.780039,0.800354,1416.045621,30.291763,4.609157,265.646663,0.846011,31791.76163,-0.981232945,8.5353,75,12.830736,292.111376,1.10172,70%,70%,20%,20%,100%,90%,70%,10%,50%,90%,10%,75%,75%,25%,25%,100%,100%,75%,25%,50%,100%,25%,Midslope,736.916795
2070,5,High,high,0.511036,High,Very Low(0-5%),low,Chap,1592.663242,36.958298,29.31486,1206932.24,1047.224129,0.491777,1592.141094,26.42271,4.679283,289.553083,0.798886,21917.83261,-0.149866851,8.358986,75,17.020365,293.75092,1.137229,100%,90%,10%,50%,100%,90%,100%,10%,50%,80%,10%,100%,100%,25%,50%,100%,100%,100%,25%,50%,75%,25%,Midslope,730.263612
2071,3,Moderate,moderate,0.571138,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1439.194651,36.002638,30.260631,1159768.887,994.517407,-1.947537,1439.281353,30.134769,5.437266,277.105805,0.964425,44822.87874,-0.266274787,8.677353,75,13.636789,296.251126,1.098193,80%,80%,20%,40%,100%,50%,80%,10%,80%,90%,10%,75%,75%,25%,50%,100%,50%,75%,25%,100%,100%,25%,Midslope with Drainage,724.000669
2072,0,None,low,0.453025,None,Moderate-High(50-75%),moderate,Chap/Oak,1449.308865,33.550861,33.338207,1011277.569,544.885613,-10.258735,1449.308865,43.292363,5.701735,262.303553,1.11628,704.274179,0.922781373,9.914717,100,13.391103,302.315975,1.061239,80%,60%,70%,30%,30%,10%,80%,70%,90%,10%,50%,75%,75%,75%,25%,25%,25%,75%,75%,100%,25%,50%,Midslope,885.660822
2073,3,Moderate,moderate,0.12491,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1441.776364,32.900264,33.399168,925499.8464,544.220335,-1.205387,1442.139611,43.749553,4.26858,147.205534,0.654765,33230.18309,-0.734850337,9.989533,100,12.750644,300.421966,1.08088,80%,60%,70%,20%,30%,70%,80%,80%,30%,90%,50%,75%,75%,75%,25%,25%,75%,75%,75%,50%,100%,50%,Midslope,889.63384
2074,2,Low,ml,0.342952,Low,Moderate-High(50-75%),moderate,Chap/Oak,1401.095472,30,33.498138,1252457.59,539.483414,-1.770447,1401.258763,44.125932,4.835367,180,0.777245,16743.38798,0.525321989,10.119448,100,12.521589,297.395841,1.029023,70%,40%,70%,50%,20%,60%,70%,80%,60%,70%,50%,75%,50%,75%,50%,25%,75%,75%,75%,75%,75%,50%,Midslope,893.009001
2075,3,Moderate,moderate,0.517343,Moderate,Moderate (25-50%),moderate_low,Chap/Oak,1419.116998,29.803978,33.516151,1167170.846,539.415465,-1.972687,1418.710135,44.150785,4.370719,194.373832,0.704068,9633.848544,0.70401682,10.07747,100,12.173206,296.588322,1.065042,70%,30%,70%,40%,20%,50%,70%,80%,40%,60%,50%,75%,50%,75%,50%,25%,50%,75%,100%,50%,75%,50%,Midslope,895.398007
2076,5,High,high,0.555565,High,Low (5-25%),low,Chap/Oak,1627.33066,22.130922,32.090334,1940852.322,629.336982,-4.74708,1627.33066,37.108731,6.189847,296.55783,1.330995,2197.355951,-0.765614033,8.787222,100,13.914699,303.919082,1.119643,100%,10%,40%,90%,40%,20%,100%,40%,100%,30%,20%,100%,25%,50%,100%,50%,25%,100%,50%,100%,25%,25%,Midslope,854.916528
2077,5,High,high,0.607826,High,Moderate (25-50%),moderate_low,Chap/Oak,1589.848656,28.53333,32.009807,1885771.818,641.016544,-1.932222,1589.660718,36.847168,4.801578,288.954531,0.820581,25551.55788,0.433270483,8.808803,100,13.158081,300.472265,1.118107,100%,30%,40%,90%,40%,50%,100%,30%,60%,80%,20%,100%,25%,50%,100%,50%,50%,100%,50%,75%,100%,25%,Midslope,862.22411
2078,4,Moderate,moderate,0.59198,Moderate,Moderate (25-50%),moderate_low,Chap/Oak,1599.74571,31.511687,32.046046,1274026.483,645.56146,-1.729624,1599.137822,36.884941,4.650602,294.226145,0.764819,17759.36371,0.993834006,8.825197,100,12.703638,300.524614,1.153149,100%,50%,40%,50%,50%,60%,100%,30%,50%,70%,20%,100%,50%,50%,50%,50%,75%,100%,50%,50%,75%,25%,Midslope,862.314134
2079,5,High,high,0.577345,High,High (75-100%),high,Chap/Oak,1558.272081,32.889686,32.067466,1142808.983,647.784998,-2.143008,1557.382028,36.911709,4.798003,293.053539,0.915146,8549.762045,0.487563541,8.875117,100,11.638466,304.777653,1.098763,100%,60%,40%,40%,50%,50%,90%,30%,60%,60%,20%,100%,75%,50%,50%,50%,50%,100%,50%,75%,75%,25%,Midslope,858.879473
2080,5,High,high,0.589289,High,Moderate-High(50-75%),moderate,Chap/Oak,1576.3136,36.5308,32.123003,1133789.671,653.615232,-2.50905,1574.965644,37.084432,4.088304,334.117937,0.676408,5859.401661,-0.669095057,8.89626,100,11.678933,307.852663,1.14645,100%,80%,40%,40%,50%,40%,100%,40%,30%,50%,20%,100%,100%,50%,50%,50%,50%,100%,50%,25%,50%,25%,Midslope,856.383863
2081,0,None,low,0.130504,None,Moderate-High(50-75%),moderate,Chap/Oak,1574.353228,23.084213,32.060067,2462176.272,637.216635,-5.172193,1574.470184,37.346968,5.872115,127.231996,1.09151,2486.375616,-0.929171282,8.792619,100,15.032644,303.577294,1.05988,100%,10%,40%,100%,40%,20%,100%,40%,90%,30%,20%,100%,25%,50%,100%,50%,25%,100%,50%,100%,25%,25%,Midslope with Drainage,857.5212
2082,4,Moderate,moderate,0.645982,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1598.093719,17.529065,32.010921,1527582.156,641.414032,-8.345428,1598.093719,37.048714,7.712101,221.627205,1.345125,362.929054,-0.973391583,8.806916,100,14.812935,298.85817,1.077325,100%,10%,40%,70%,50%,10%,100%,40%,100%,10%,20%,100%,25%,50%,75%,50%,25%,100%,50%,100%,25%,25%,Midslope with Drainage,863.101115
2083,0,None,low,0.100446,None,Moderate-High(50-75%),moderate,Chap/Oak,1611.07231,28.86448,32.087438,1242382.746,644.514186,-5.881762,1612.111054,37.701081,5.099023,176.827762,0.901689,3047.709797,-0.499003181,8.825764,100,15.153235,299.244972,1.160054,100%,30%,40%,50%,50%,10%,100%,40%,70%,30%,20%,100%,25%,50%,50%,50%,25%,100%,50%,75%,50%,25%,Midslope with Drainage,862.703552
2084,0,None,low,0.188242,None,Moderate-High(50-75%),moderate,Chap/Oak,1561.747525,29.022994,32.154454,1536330.137,640.567969,-5.145122,1562.164684,38.032911,5.252237,83.474169,1.050558,16395.38198,-0.988140618,8.81806,100,14.964207,302.683261,1.069184,100%,30%,40%,70%,40%,20%,100%,40%,70%,70%,20%,100%,50%,50%,75%,50%,25%,100%,50%,75%,75%,25%,Midslope,864.812587
2086,3,Moderate,moderate,0.459842,Moderate,Low (5-25%),low,Chap/Oak,1619.201097,31.190839,32.184595,2172158.69,655.442649,-5.229593,1620.616358,38.63461,4.649832,93.971489,0.812573,2626.253415,0.607107878,8.878584,100,14.804782,291.317094,1.161857,100%,40%,40%,90%,50%,20%,100%,50%,50%,30%,20%,100%,50%,50%,100%,50%,25%,100%,50%,50%,25%,25%,Midslope with Drainage,854.610607
2087,2,Low,ml,0.192169,Low,Moderate-High(50-75%),moderate,Chap/Oak,1562.446009,32.970178,32.340014,1374244.834,650.191844,-2.74481,1562.622268,39.434085,4.866047,197.173514,0.891067,30286.84886,-0.901381113,8.883045,100,14.737324,294.642471,1.103746,100%,60%,50%,60%,50%,40%,100%,50%,60%,90%,20%,100%,75%,50%,75%,50%,50%,100%,50%,75%,100%,25%,Midslope,854.791691
2088,3,Moderate,moderate,0.340316,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1611.432617,34.621132,32.607136,1110009.772,653.160883,-2.037229,1611.536953,40.587096,4.119222,197.147066,0.620575,7634.03396,-0.912517229,8.840776,100,15.045045,300.352389,1.200863,100%,70%,50%,40%,50%,50%,100%,60%,30%,50%,20%,100%,75%,50%,50%,50%,50%,100%,75%,25%,50%,25%,Midslope,861.464608
2090,2,Low,ml,0.298344,Low,Moderate (25-50%),moderate_low,Chap/Oak,1582.384459,30.681808,32.498999,1692425.577,653.424783,-6.037499,1583.471878,40.141868,5.267947,64.207005,1.040914,9345.574549,-0.840944688,8.861859,100,15.349803,296.601602,1.116908,100%,40%,50%,80%,50%,10%,100%,50%,80%,60%,20%,100%,50%,50%,100%,50%,25%,100%,50%,75%,75%,25%,Midslope with Drainage,860.085084
2091,3,Moderate,moderate,0.061989,Moderate,Moderate-High(50-75%),moderate,Chap/Oak,1600.894376,37.077349,32.495154,2207617.213,662.098453,-5.724154,1601.723499,40.153004,6.091751,140.249076,1.120867,5203.005672,-0.997403531,8.797616,100,15.619391,295.84534,1.139952,100%,90%,50%,90%,50%,20%,100%,50%,90%,40%,20%,100%,100%,50%,100%,50%,25%,100%,50%,100%,50%,25%,Midslope with Drainage,850.271651
2096,5,High,high,0.702453,High,High (75-100%),high,Chap/Oak,1561.675298,33.164816,32.188277,1689296.176,665.948122,-2.866383,1561.290758,37.653839,4.828123,304.613663,0.851791,36028.64012,-0.476746393,8.882071,100,12.487944,301.281352,1.116279,100%,60%,40%,80%,50%,40%,100%,40%,60%,90%,20%,100%,75%,50%,75%,50%,50%,100%,50%,75%,100%,25%,Midslope with Drainage,851.408628
2098,5,High,high,0.741342,High,Moderate-High(50-75%),moderate,Chap/Oak,1595.52709,33.633787,32.166631,1309410.42,671.197536,-0.421803,1595.15519,38.330263,4.478984,287.586379,0.786409,8233.916107,0.970022227,8.859009,100,14.776213,293.287733,1.163892,100%,60%,40%,60%,50%,80%,100%,40%,40%,60%,20%,100%,75%,50%,75%,50%,75%,100%,50%,50%,75%,25%,Midslope,858.533181
2099,5,High,high,0.684792,High,High (75-100%),high,Chap/Oak,1508.814612,34.132755,32.186036,1919881.36,675.567433,-4.764746,1508.493124,37.62927,4.937844,243.286335,0.88663,12576.61854,0.84553981,8.884777,100,12.458951,298.486818,1.051738,100%,60%,40%,90%,50%,20%,90%,40%,60%,70%,20%,100%,75%,50%,100%,50%,25%,100%,50%,75%,75%,25%,Midslope with Drainage,851.131695
2100,5,High,high,0.750913,High,Low (5-25%),low,Chap/Oak,1499.521393,34.157609,32.209717,980151.7031,678.798569,-7.030579,1499.521393,37.410851,5.993148,344.195457,1.608652,279.447577,0.982924506,8.90593,100,11.134881,306.235016,1.045737,100%,60%,40%,20%,50%,10%,90%,40%,90%,10%,20%,100%,75%,50%,25%,50%,25%,100%,50%,100%,25%,25%,Midslope,848.896729
2101,5,High,high,0.539761,High,Moderate-High(50-75%),moderate,Chap/Oak,1582.472413,34.729077,32.181692,1402154.273,676.34093,-1.632573,1581.890059,38.360329,4.64436,232.030669,0.79638,18553.91812,0.733401763,8.844122,100,14.865905,293.880013,1.157148,100%,70%,40%,60%,50%,60%,100%,40%,50%,80%,20%,100%,75%,50%,75%,50%,75%,100%,50%,50%,75%,25%,Midslope with Drainage,848.450596
2102,5,High,high,0.689816,High,Moderate (25-50%),moderate_low,Chap/Oak,1657.87808,29.942638,32.256356,931841.901,678.344391,-1.954458,1658.384349,38.81932,3.795209,69.69742,0.609934,1121.580623,-0.204797045,8.830143,100,15.502236,295.030114,1.253035,100%,40%,50%,20%,50%,50%,100%,50%,20%,10%,20%,100%,50%,50%,25%,50%,50%,100%,50%,25%,25%,25%,Midslope,849.579183
2104,5,High,high,0.735075,High,Moderate-High(50-75%),moderate,Chap/Oak,1502.703499,33.47562,32.440111,1944797.779,689.617591,-2.364169,1501.876104,38.298131,4.776606,280.790551,0.878465,24605.67793,0.726132126,8.836475,100,11.161424,314.267802,1.09448,100%,60%,50%,90%,50%,50%,90%,40%,50%,80%,20%,100%,75%,50%,100%,50%,50%,100%,50%,50%,100%,25%,Midslope,870.253226
